,summary,correct,rouge1,rouge2,rougeL,rougeLsum
960,"Café complet er et fransk måltid som består av kaffe, ristet brød, smør og marmelade.
I dag brukes begrepet i svært liten grad i reiselivs- og serveringsnæringen.","Complet er en betegnelse på et enkelt måltid, som regel en frokost.
Begrepet ble tidligere brukt innen hotell og reiseliv, men er i dag utdatert.",37.2881,14.0351,30.5085,27.1186
961,"Eremit er en religiøs livsform som utviklet seg i tilknytning til en klostertradisjon.
I kristendommen var eremittlivet sterkt utbredt i perioder, både innen visse klosterordener og i en rekke land.","En eremitt er en person som har trukket seg tilbake fra samliv med mennesker og lever som eneboer for å konsentrere seg om et religiøst liv med meditasjon, bønn og askese.",25.0,3.2258,18.75,18.75
962,"Abu Ghraib-fengselet var et irakisk militærfengsel i Bagdad i Irak.
Fengselet ble åpnet i 2003, og var et av de mest beryktede fengslene under Saddam Hussein-regimet.","Abu Ghraib-fengselet er Iraks største og ligger i den lille byen Abu Ghraib ved den internasjonale flyplassen utenfor Bagdad.
Fengselet ble overtatt av USA etter invasjonen 2003.
Opp mot 4000 irakiske fanger satt fengslet der, men USA løslot senere flere hundre av dem.",32.0,8.2192,24.0,26.6667
963,"Abolhassan Bani-Sadr var en iranske politiker.
Han var Irans første president i 1980.",Abolhassan Bani-Sadr var Irans første president i den islamske republikken etter revolusjonen i 1979.,58.0645,55.1724,58.0645,58.0645
964,"Berner er en norsk slekt.
Slekten ble opprinnelig etablert i Christiania i 1814, men ble senere flyttet til Norge.","Berner, norsk slekt, antagelig av tysk opprinnelse.
Stamfaren i Norge, Morten Berner (1642–1729), var garver i Christiania.
Fra hans sønner, garver Christian Berner (1698–1762) og kjøpmann i Christiania Joachim Berner (ca.
1700–62) utgår i alt ti grener.",22.5806,6.6667,19.3548,22.5806
965,"Bodø er et tettsted i Bodø kommune i Nordland.
Tettstedet er ifølge SSBs definisjon 0,6 km2, og har et areal på ca.
1 000 kvadratkilometer.","Bodø er et tettsted i Bodø kommune i Nordland.
Tettstedet er ifølge SSBs definisjon 14,9 km2, og har 42 700 innbyggere (2022).",70.5882,65.3061,70.5882,70.5882
966,"Jean-Baptiste Champaigne var en belgisk maler.
Han var en av de fremste representantene for den flamske malerkunsten på 1600-tallet.","Philippe de Champaigne var en flamsk-fransk maler.
Han kom til Paris i 1621, fikk store oppdrag for Maria Medicis hoffmaler og ble kardinalene Richelieus og Mazarins portrettør.
Siden ble han kongens.
Han var også medstifter av akademiet i 1648.",32.2581,13.3333,22.5806,29.0323
967,"Johan Danielsson er en svensk sanger, gitarist og komponist.
Han er utdannet ved Statens håndverks- og kunstindustriskole.","Lars Danielsson er en svensk jazzmusiker, bassist og cellist, og en sentral skikkelse i svensk og europeisk jazz.
Han studerte cello ved musikkhøyskolen i Göteborg, men konsentrerte seg etter hvert mer om bassen, og gjorde seg blant annet gjeldende i gruppene Mwendo Dawa og Lars Jansson Trio.",23.8806,9.2308,23.8806,23.8806
968,"Akerselvens Papirfabrikker var en norsk papirfabrikk som ble grunnlagt i 1696 av Ole Bentsen og Gerhard Treschow.
Fabrikken var den første papirmaskinen bygd i Norge.","Bentse Brug var først en kornmølle, deretter papirmølle, plassert på begge sider av Akerselva i overkant av Bentsebrua i Oslo.
Kornmølla ble startet og drevet av forretningsmannen Ole Bentsen (1654–1734).
Ole Bentsen fikk senere, etter en forretningsreise til Nederland, ideen om produksjon av papir ved anlegget.
Papirmølla ble påbegynt i 1686, men startet ikke produksjonen før i 1696.
Dette ble muliggjort gjennom et forretningssamarbeid med Gerhard Treschow (1659–1719) tre år tidligere.
Samarbeidet førte til Norges første papirfabrikk.
Fabrikken var en foregangsbedrift innen norsk papirindustri, og produserte papir frem til bedriften ble nedlagt i 1889.",29.0076,9.3023,16.7939,25.9542
969,"Bangladesh er et subkontinent i Asia.
Landet har et folketall på 162,6 millioner (2020), og har en befolkningstetthet på 144 000 kvadratkilometer.
Bangladesh har et befolkningspress som har resultert i en svært «ung» befolkning.","Innbyggertallet i Bangladesh er ifølge Verdensbanken 162,6 millioner (2020).
Folketettheten er høy og befolkningen er ung, med nærmere en tredjedel av befolkningen under 15 år.",30.7692,12.6984,24.6154,30.7692
970,"Brandenburgerkonsertene er en rekke konserter av Johann Sebastian Bach, skrevet av komponisten Johann Sebastian von Bach.
Konsertene er særlig kjent for å ha vært spilt i Brandenburg i perioden 1720–1723, og er blant de mest kjente orkesterverkene fra barokken.","Brandenburgerkonsertene, eller Six Concerts à plusieurs instruments, er en samling av seks concerti grossi, komponert av Johann Sebastian Bach i tidsrommet 1711–1720.
Konsertene er blant de mest spilte orkesterverkene fra barokken.",52.7778,28.5714,47.2222,50.0
971,"Bektashiyya er en islamsk religiøs orden som ble opprettet i Det osmanske riket i 1500-tallet.
Ordenen ble oppløst av Mustafa Kemal Atatürk i 1925.","Bektashiyya er et brorskap eller orden av tyrkisk opprinnelse, et synkretistisk sufibrorskap oppkalt etter sufihelgenen Ḥājjī Bektāsh Walī av Khorāsān, som levde på 1200-tallet.
Brorskapet oppstod på 1300-tallet.",22.9508,3.3898,16.3934,19.6721
972,"Matthias Bethlen var en ungarsk adelsmann.
Han var konge av Ungarn fra 1620 til 1626.","Gábor Bethlen var en ungarsk adelsmann.
Han var fra 1613 fyrste av Transilvania, og han forsøkte å gjenreise det selvstendige ungarske kongedømmet.",51.2821,32.4324,41.0256,41.0256
973,"Celebessjøen er et hav i Stillehavet, i det sørøstlige Asia, på grensen mellom Indonesia og Indonesia.","Celebessjøen er et randhav til Stillehavet.
Havet ligger mellom Sulawesi, Borneo, Suluøyene og Mindanao.
Celebessjøen strekker seg 675 kilometer i nord-sør retning og 840 kilometer i øst-vest retning og har et totalt overflateareal på 280 000 kvadratkilometer.
Maksimal dybde på havet er 6 300 meter.",34.2857,11.7647,25.7143,31.4286
974,"Thomas Cook var en britisk reiseleder.
Han var en av grunnleggerne av Thomas Cook Group plc.","Thomas Cook var en britisk reiselivsmann.
Cook grunnla i 1841 reisebyrået Thos.
Cook & Son, som etter hvert fikk filialer i mange land, blant annet Ving Norge.",27.907,19.5122,27.907,27.907
975,"Tell el-Amarna er ein by i Det gamle Egypt, i ørkenen mellom Nilen og høgørkenen.
Byen er ein av dei mest bevarte byane i Egypt.","Amarna er det moderne namnet på eit omfattande arkeologisk område som primært er restane etter byen Akhetaten («Atens horisont» på egyptisk), som for ein kort periode var hovudstaden i Egypt.
Byen vart bygd, men også fråflytta i løpet av kring femten år i siste halvdel av det 18. dynastiet, det vil seie i tidsrommet frå 1347 til 1332 fvt., under det nye riket.",23.1579,4.3011,16.8421,21.0526
976,"Avregning er et oppgjør av et krav eller tilgodehavende, basert på en talloppstilling (kalkulering).",Avregning er beregning (kalkulering) av differansen mellom et krav på penger og andre transaksjoner som knytter seg til pengekravet.,41.1765,12.5,35.2941,35.2941
977,"Birger Breivik var en norsk misjonær.
Han var generalsekretær i Norsk Luthersk Misjonssamband fra 1970 til 1982.","Birger Breivik var en norsk misjonsleder, og i en periode stortingsrepresentant for Kristelig Folkeparti fra Aust-Agder.",38.8889,23.5294,38.8889,33.3333
978,Blue Stocking er et ord som brukes om en kvinne som møter i blå strømper.,"Blåstrømpe er en nedsettende betegnelse på en kvinne som engasjerer seg i litterært eller vitenskapelig arbeid, noe man tidligere hevdet gikk ut over hennes kvinnelighet.",31.1111,13.9535,22.2222,22.2222
979,"Bismarckarkipelet er et arkipel i Papua Ny-Guinea.
Archipelet omfatter øyene New Britain, New Ireland og Lavongai.","Bismarckarkipelet er en øygruppe i det sørlige Stillehavet, nordøst for Ny-Guinea.
Øygruppen tilhører Papua Ny-Guinea og er 49 658 km2 med om lag 570 000 innbyggere (2000).",28.5714,12.766,28.5714,28.5714
980,"Bandaøyene er en øygruppe i Indonesia, i provinsen Aceh.
Øyene ligger i den sørvestlige delen av Sumatra, og har et areal på omtrent 88 kvadratkilometer.
Øya har en befolkning på 20 924 innbyggere (2020).","Bandaøyene er en øygruppe i Indonesia, i Bandasjøen.
Bandaøyene, som er den sørligste øygruppen i Maluku (Molukkene), består av elleve øyer med et samlet areal på 172 kvadratkilometer.",52.1739,26.8657,46.3768,49.2754
981,"Åros er et tettsted i Asker kommune i Viken fylke.
Tettstedet er ifølge SSBs definisjon 0,6 km2, og har 88 innbyggere (2022).","Åros er et tettsted i Asker kommune i Viken.
Tettstedet er ifølge SSBs definisjon 1,6 km2, og har 2137 innbyggere (2020).",85.1064,71.1111,85.1064,85.1064
982,"Drivhusfrosk er en frosk i ordenen frosker.
Den er en liten frosk som er knyttet til lavlandet, men har et skjult levevis og kan leve ubemerket i et område mens bestanden bygger seg opp.","Drivhusfrosk er en amfibieart i familien amerikaregnfrosker Eleutherodactylidae, som gjerne holder til i drivhus og lever på Cuba, andre karibiske øyer og i det sørøstlige USA.
Med menneskets hjelp (handel med potteplanter) har den også spredt seg til andre deler av verden, for eksempel Hawaii og Filippinene.
Den er liten, 15-25 millimeter og lever et skjult liv.
Eggene legges på land og er omgitt av en tykk membran.
Hele utviklingen foregår inne i egget og ungene klekkes som fullt utviklede småfrosk.",29.7521,6.7227,18.1818,23.1405
983,"Byfjordtunnelen er en undersjøisk veitunnel i Byfjorden i Troms og Finnmark fylke.
Tunnelen er Europas lengste og verdens dypeste undersjøiske veitunnel.","Byfjordtunnelen er en undersjøisk veitunnel på E39 i Rogaland.
Tunnelen går under Byfjorden mellom Harestad i Randaberg kommune og Sokn i Stavanger kommune.
Byfjordtunnelen inngår i Kyststamveien (E39) mellom Kristiansand og Trondheim, og er del av veiforbindelsen Rennfast.",40.625,16.129,34.375,37.5
984,"Alligatorsalamander er en art i tresalamanderefamilien.
Den er den største av tresalamanderne med en totallengde inntil 18 centimeter.
Hodet er stort i forhold til kroppen, og hos hannen bredere og mer trekantet enn hos hunnen.
Langs kroppssidene har den 15–16 ribbeinsfolder.
Tærne er forlenget og tåspissene utvidet, noe som gjør at den drar nytte av å klatre i trær.","Alligatorsalamander er en amfibieart i ordenen haleamfibier (salamandere) i familien lungeløse salamandere.
Dette er en mørk salamander med lyse flekker på ryggen.
Den kan bli inntil 18 centimeter lang og lever på land i eikeskoger langs vestkysten av Nord-Amerika.
Den er god til å klatre i trær, og både tær og hale er tilpasset et liv i trærne.
Eggene blir ofte lagt i trehull, men kan også skjules på bakken.
Ungene har direkte utvikling i eggene og klekkes som små utgaver av de voksne.",40.2597,10.5263,23.3766,31.1688
985,Brigade Nord er Norges eneste gjenværende brigade og Hærens viktigste verktøy for forebygging og håndtering av sikkerhetspolitiske kriser i Norge og for å bidra til kollektivt forsvar gjennom NATO.,"Brigade Nord er den største avdelingen og kjernen i den norske Hæren, etablert i 2002.
Brigaden er et samvirkesystem som består av ni bataljoner og ett militærpolitikompani.
Den skal kunne gjennomføre operasjoner i hele konfliktspekteret, fra fred til krig, inklusive høyintensive, mekaniserte landoperasjoner med støtte fra andre forsvarsgrener og allierte styrker.",26.6667,6.8182,20.0,22.2222
986,"Blåknapp er en urt i knappfamilien.
Planten er vanlig på fuktige steder og i kyst- og dalstrøk nord til Nordland.
Den er førsthannlig, det vil si at pollenknappene modnes først og arrene blir modne først.","Blåknapp er en flerårig urt i kaprifolfamilien som blir mellom 20 og 60 centimeter høy.
Plantene er hårløse og har hele blader.
Blomsterstanden er en halvkuleforma samling av blåfiolette blomster.
Blåknapp vokser på fuktige steder i lavlandet til Nordland",41.8605,19.0476,32.5581,41.8605
987,"Giovanni Casanova var en italiensk forfatter.
Han var en av de mest betydningsfulle italienske forfatterne i opplysningstiden, og var særlig kjent for romanen L'Icosaméron, som han skrev på fransk.","Giovanni Giacomo Casanova var en veneziansk eventyrer, diplomat, finansmann og forfatter.
Han studerte jus og teologi, men ble jaget bort fra presteseminaret på grunn av kjærlighetshistorier.
Deretter førte han et omflakkende liv i Europa.",32.3529,9.0909,23.5294,29.4118
988,"Dudley er en bykommune i Storbritannia, England, i grevskapet Gloucestershire, ved elven Severn.
Bykommunen ligger ved munningen av River Severn i elven Stour.","Dudley er en bykommune og fylke i Storbritannia, England, Worcestershire, 12 kilometer nordvest for Birmingham.
Dudley har 312 925 innbyggere ved folketellingen i 2011 og et areal på 98 kvadratkilometer.",33.9623,19.6078,33.9623,33.9623
989,"Colin Archer var en norsk skipskonstruktør og båtbygger.
Han var en av pionerene innen utviklingen av norske redningsskøyter og lystfartøyer, og var blant annet medstifter av Norsk selskab til skibbrudnes redning (NSSR), senere kjent som Redningsselskapet.","Colin Archer var en norsk skipskonstruktør og båtbygger, kjent for å blant annet ha konstruert de første redningsskøytene og Fridtjof Nansens ekspedisjonsskute Fram.",45.4545,31.25,36.3636,36.3636
990,"Aslak Kolbeinsson Bolt var en norsk adelsmann.
Han var sønn av Berdor Kolbeinsson (ca.
1230–1234) og Sigurd Berdorsson Bolt.","Bolt, norsk adelsslekt fra senmiddelalderen.
Slektens eldste kjente stamfar er Kolbein på Flesberg i Våler i Østfold (nevnt 1333).
Fra ham nedstammet to grener gjennom sønnene Berdor (nevnt 1357–1370) og Aslak (nevnt som rådmann i Oslo i 1350-årene).",18.75,0.0,15.625,18.75
991,Ackermannstyring er en styringsmetode som brukes for å styre et kjøretøy.,"Ackermannsstyring er en styreinnretning for kjøretøyer, laget for å kompensere forskjellen i rulledistanse mellom de to forhjulene i en sving.",30.303,12.9032,30.303,30.303
992,"Piggeple er en planteslekt i slekten Brugmansia.
Den er en av de giftigste planteslektene i verden.","Datura er en planteslekt i søtvierfamilien som finnes i tropiske og subtropiske strøk.
Blomsten har rørformet, vedvarende beger og lang, rørformet krone som er foldet nederst.
Flere arter plantes som prydplanter.",23.5294,12.2449,19.6078,19.6078
993,"Frank Auerbach var en britisk maler.
Han er mest kjent for sine ekspresjonistiske maleri.","Frank Auerbach er en tyskfødt maler, bosatt i London.
Han maler pastost, samtidig som han er inspirert av gamle mestere.",34.2857,12.1212,34.2857,34.2857
994,"Caliche er en bergart i Chile, i området rundt Andesfjellene.
Den er svært sjelden i det nordlige Chile, men finnes også i Norge.
Caliche-avleiringer finnes i et belte som er cirka 700 km langt og cirka 80 km bredt.","Caliche er en porøs bergart dannet ved utfelling av kalk (kalkspat) og/eller andre mineralsalter fra oppstigende grunnvann på eller nær overflaten i tørre strøk.
En særlig type opptrer som leier av urent chilesalpeter blandet med sand, gips, steinsalt, og en hel del andre salter som delvis består av jodater, kromater og borater.",13.8614,4.0404,13.8614,13.8614
995,"De Beers Group er et sørafrikansk industrikonsern med hovedkontor i Kimberley i Sør-Afrika.
Selskapet ble grunnlagt i 1888 av Nicolaas de Beer og Diederich de Beer.","De Beers Group er et internasjonalt gruveselskap som er verdens største produsent av edelstensdiamanter.
Selskapet produserer omtrent halvparten av verdens diamanter og kontrollerer en stor del av diamanthandelen gjennom Diamond Trading Company.
Deres slagord «A diamond is forever» fra 1947 er blitt berømt.
Selskapet ble grunnlagt i 1888.
Hovedkontoret ligger i London.",31.3253,19.7531,24.0964,31.3253
996,"Pierre Blum var en fransk politiker og forfatter.
Han var Frankrikes første sosialistiske statsminister i 1936.","Léon Blum, fransk sosialistisk politiker.
Han var Frankrikes statsminister fra 1936 til 1937, i 1938 og fra 1946 til 1947.",57.8947,11.1111,42.1053,52.6316
997,Asiatic produksjonsmåte var en produksjonsmetode som ble brukt i Asia fra slutten av 1800-tallet til begynnelsen av 1900-tallet.,"Asiatisk produksjonsmåte er et begrep i marxistisk teori.
Karl Marx var blant annet opptatt av hvorfor kapitalismen ikke oppstod andre steder enn i Europa, og studerte i denne forbindelse orientalske samfunn.
Disse fremstod som kontraster til europeiske føydalsamfunn, og begrepet asiatisk produksjonsmåte er sentralt i sammenligningen.
Marx brukte begrepet om India, Kina og de tidlige statene i Midtøsten, og så denne formen som et mellomstadium mellom primitiv kommunisme (stammesamfunn) og den slavebaserte antikke produksjonsmåte (greske og romerske områder i oldtiden) i en serie utviklingsstadier.",16.2162,1.8349,10.8108,9.009
998,"Deloitte er et amerikansk revisjonsselskap som ble grunnlagt i 1845 i London av William Deloitte.
Selskapet har virksomhet i mer enn 150 land og territorier, også i Norge.","Deloitte Touche Tohmatsu LLC, bedre kjent som Deloitte, er et amerikansk revisjons- og konsulentfirma.
Deloitte er et av de fire store («The Big Four») globale selskapene i bransjen sammen med Ernst & Young, KPMG og PricewaterhouseCooper.
Hovedkontoret ligger i London, Storbritannia.",32.3529,12.1212,23.5294,29.4118
999,"Henrik Ameln var en norsk politiker for Høyre.
Han var stortingsrepresentant i periodene 1913–1915 og 1922–1933.","Henrik Ameln var en norsk politiker (Høyre) og sakfører i Bergen fra 1903, hvor han fra 1917 også var dispasjør.
Han var ordfører i sin fødeby i 1920–1922.",49.0566,27.451,45.283,49.0566
1000,"John Corbett var en amerikansk bokser.
Han var den første profesjonelle verdensmester i tungvekt etter at hansker ble tatt i bruk.","James J. Corbett var en amerikansk bokser, kalt Gentleman Jim.
Han er kjent for å være den eneste bokseren som har beseiret John L. Sullivan.",34.0426,17.7778,29.7872,34.0426
1001,"Jacob Aall var en norsk forfatter og politiker.
Han var en av unionspartiets fremste talsmenn.","Jacob Aall var en norsk forretningsmann, politiker og forfatter.
Han var jernverkseier, stortingsmann og en av representantene på Riksforsamlingen på Eidsvoll i 1814.
Han var også forfatter av flere populærvitenskapelige og historiske verk.",48.9796,25.5319,40.8163,48.9796
1002,"Santander er en autonom region i Spania, i det autonome området Castilla-La Mancha.
Regionen grenser mot Biscayabukta i nord og mot provinsen Santander i sør.
Hovedstad er Santander, og største by er Reocín.","Cantabria er en autonom region i Spania som sammenfaller med den nordspanske provinsen Santander.
Regionens areal er 5289 kvadratkilometer og innbyggertallet er 580 200 (2018).
Hovedstaden er Santander.",39.3939,21.875,33.3333,39.3939
1003,"Brukskunst var en norsk kunstforening som ble stiftet i 1918.
Foreningen ble grunnlagt i 1919 av gullsmed Jacob Prytz og interiørarkitekt Marie Karsten.","Foreningen Brukskunst var den viktigste organisasjonen til fremme for norsk brukskunst og design på 1900-tallet.
Den samlet kunstnere, designere, arkitekter, interiørarkitekter og industri for å styrke en mer bevist formgivning.
Organisasjonen ble etter hvert reorganisert under navnet Landsforeningen Norsk Brukskunst og senere som Landsforbundet Norsk Brukskunst.",28.169,5.7971,16.9014,28.169
1004,"De forente arabiske emirater er en føderasjon av de sju emiratene Abu Dhabi, Ajman, Dubai, Fujairah, Ras al-Khaimah, Sharjah og Umm al-Qaiwain.
Føderasjonen ledes av en statssjef (president), som etter sedvane er emiren i det største sjeikdømmet.","De forente arabiske emirater (FAE) er en føderasjon, dannet i 1971.
Føderasjonen består av sju sjeikdømmer (emirater) med indre selvstyre, hvert av dem ledet av en emir.",43.2432,22.2222,32.4324,37.8378
1005,Arbeidsledighetstrygd er en ytelse som utbetales under arbeidsløshet for personer som har vært arbeidsledige i mer enn tre år.,Arbeidsledighetstrygd er en statlig trygdeordning som skal kompensere for bortfall av arbeidsinntekt og dermed sikre arbeidsføre personer en inntekt i tilfeller hvor de ufrivillig er arbeidsledige.,33.3333,8.6957,29.1667,29.1667
1006,"Blu-ray Disc er et binært multipler-format som brukes til lagring av videomateriale i binære multipler.
Formatet er utviklet av et konsortium bestående av blant annet Hitachi, LG, Matsushita/Panasonic, Pioneer, Philips, Sony og Thomson.","Blu-ray er en plate for lagring og avspilling av digitale data.
Platen har samme fysiske utforming som en CD eller DVD og brukes vanligvis for lagring av lyd- og bildemateriale (i hovedsak filmer, og lignende).",26.6667,5.4795,24.0,26.6667
1007,"Brasil har en høyere utdanningsrate enn andre land i OECD, og er blant de landene i verden som har lavere utdanningsutgifter enn i andre land.","I Brasil følger utdanningssystemet et 2-9-3 løp bestående av to år barnehage, ni år grunnskole (hvorav det første året er det tidligere siste året i barnehagen) og tre år videregående opplæring.",15.3846,0.0,9.2308,9.2308
1008,"Breviarium Nidrosiense er en norsk liturgisk bok som ble trykt i Nidaros erkebispedømme i 1519.
Boken ble trykket på norsk initiativ.","Breviarium Nidrosiense er et breviarium, det vil si en samling bønner, nødvendige tekster og instruksjoner for prester og andre geistlige til bruk i den norske kirkeprovinsen.
Boken var ment for de seremoniene de geistlige skulle feire utenfor messen (missalet var messens hovedbok).
Verket ble trykket i Paris i 1519 på erkebiskop Erik Valkendorfs initiativ og bekostning.
Sammen med Missale Nidrosiense (utgitt samtidig) er den den første boken trykt på norsk initiativ.
Verket er en del av Norges dokumentarv.",29.1262,13.8614,25.2427,29.1262
1009,"Boligtvistnemnda er en nemnd som behandler saker i bustadoppføringslova.
Nemnden er opprettet på grunnlag av en avtale mellom Forbrukerrådet og bransjeorganisasjonene (Boligprodusentenes Forening, Entreprenørforeningen Bygg- og anlegg og Norges Byggmesterforbund).","Boligtvistnemnda er en tvisteløsningsnemnd som behandler saker om kjøp av ny bolig og avtaler om oppføring av bolig.
Det vil si slike saker som er omhandlet i bustadoppføringslova.",46.1538,19.0476,30.7692,40.0
1010,"Dødehavet er et havområde i Midtøsten som ligger mellom Jordanelven og Jordansjøen.
Det er et av verdens største havområder, og har et areal på cirka 40 millioner kvadratkilometer.
Det har et saltinnhold på rundt 34 prosent i alminnelig havvann.","Dødehavet er en avløpsløs innsjø i Midtøsten, i en forsenkning mellom Jordan, Israel og Vestbredden.",31.25,12.9032,25.0,25.0
1011,"John Baxter var en britisk prest og misjonær.
Han var en av de fremste representantene for kristendommen i Storbritannia.","Richard Baxter var en engelsk prest.
Han sluttet seg til puritanerne under Cromwell, og tjente tre år som feltprest.
Sykdom tvang ham ut av hæren, og han skrev sin mest berømte bok, The Saints' Everlasting Rest (1650, Guds folks evige sabbatshvile).
Boka ble utbredt også i pietismens kjølvann i Norden.",24.6575,5.6338,21.9178,24.6575
1012,"Dette er en datoartikkel.
Disse ble publisert i 2009 og er ikke blitt oppdatert etterpå.
Redaksjonen i Store norske leksikon har ikke bestemt oss for om vi skal beholde disse artiklene, men lar dem ligge ute enn så lenge.","Dette er en datoartikkel.
Disse ble publisert i 2009 og er ikke blitt oppdatert etterpå.
Redaksjonen i Store norske leksikon har ikke bestemt oss for om vi skal beholde disse artiklene, men lar dem ligge ute enn så lenge.",100.0,100.0,100.0,100.0
1013,"Erasmus var ein nederlandsk teolog og reformkatolisist.
Han var ein av dei levande mennene innan den kristne humanismen.",Erasmus av Rotterdam var ein nederlandsk teolog og ein av dei leiande personane innan renessanse-humanismen.,64.7059,37.5,64.7059,64.7059
1014,"George Breckinridge var en amerikansk politiker.
Han var USAs president fra 1860 til 1868.","John Cabell Breckinridge var en amerikansk politiker og advokat.
Han ble medlem av Kongressen i 1851, og ble visepresident under James Buchanan i 1856.",31.5789,22.2222,31.5789,31.5789
1015,"Inger Christensen var en dansk forfatter.
Hun debuterte i 1969 med romanen Azorno, som vant Kritikerprisen og ble en betydelig publikumssuksess.","Inger Christensen var en dansk forfatter.
Hun blir ansett som en av de aller mest sentrale danske lyrikere i sin generasjon og øvde stor innflytelse, også utenfor Danmark.
Flere norske lyrikere står i gjeld til henne.
Hun debuterte med diktsamlingen Lys i 1962, fulgt av Græs i 1963, og utga senere romanene Evighedsmaskinen (1964) og Azorno (1967) samt fortellingen Det malede værelse (1976) med emne fra renessansens Italia.",32.6087,15.5556,23.913,30.4348
1016,"Cuius regio, eius religio, var en avtale mellom Det tysk-romerske riket og den romerske riksretten.
Avtalen ble inngått mellom den tyske riksretten og Den katolske kirke.","Religionsfreden i Augsburg var en fredsavtale som ble sluttet mellom den tysk-romerske keiseren og de lutherske stendene som var knyttet sammen i det såkalte schmalkaldiske forbund.
Avtalen ble inngått i riksdagen i Augsburg den 26. september 1555.",38.2353,21.2121,32.3529,35.2941
1017,"Digitalur er et ur som fremstiller tiden med en tallkombinasjon, der to sifre avsettes for henholdsvis time, minutt og sekund.","Digitalur er en type ur som viser tiden på et display med bruk av sifre (digitalt format), til forskjell fra et analogur som bruker visere.",40.0,9.3023,31.1111,31.1111
1018,"Bulgarerne er en folkegruppe i det nordøstlige Bulgaria, i regionen Burgaslavlandet.
Bulgarerne har vært kristnet siden 800-tallet, og er særlig etniske tyrkere, tsjekkere, slovaker, rumenere og jøder.
Etter andre verdenskrig forlot flere hundre tusen tusen tyrkere landet.","Folketallet i Bulgaria er 6 916 548 (2021).
Den årlige befolkningstilveksten har vært negativ siden 1990.
I 2021 gikk folketallet ned med 0,67 prosent.
Fødsels- og dødsratene var i 2021 var på henholdsvis 8,2 og 14,5 per 1000 innbyggere, mens fødselsraten var på 1,49 barn per kvinne.
Netto immigrasjon var minus 0,29 promille (2021).
Dette er typisk for en aldrende befolkning.
Aldersgruppen over 65 år er større enn den under 15 år, henholdsvis 20 og 14,5 prosent av befolkningen.
Byene har gjennomgående en større andel yngre mennesker enn landsbygda.
Gjennomsnittlig forventet levealder ved fødsel er 78,73 år for kvinner og 72,08 år for menn (2021).",14.7239,2.4845,11.0429,14.7239
1019,"Pierre Delon er en fransk skuespiller.
Han er mest kjent for sine roller i franske spillefilmer, blant annet i Luchino Viscontis Plein soleil (Het sol, 1960) og i Michelangelo Antonionis L'Éclisse (Feber, 1968).","Alain Delon er en fransk filmskuespiller.
Han har vært et sentralt navn innen fransk film siden 1960-tallet, og har jobbet med noen av historiens største regissører.
Delon har mottatt både Gullbjørnen hederspris under filmfestivalen i Berlin (1995) og Gullpalmen hederspris under filmfestivalen i Cannes (2019).",23.5294,7.2289,21.1765,23.5294
1020,"Arbeidsstudier er studier av tiden som går tapt på grunn av dårlig utstyr eller mangler som arbeideren ikke er herre over selv, og som går ut over den effektive produksjonstiden.","Arbeidsstudier er detaljerte og nøyaktige undersøkelser av et arbeids opplegg og gjennomføring i den hensikt å komme frem til enklere, bedre og raskere måter å gjøre det på, og således oppnå å spare tid, krefter og materialer.
Arbeidsstudier omfatter tapstidsstudier, metodestudier og tidsstudier.",15.1899,2.5974,12.6582,12.6582
1021,"American Society for Testing and Materials er en amerikansk teknisk standardiseringsorganisasjon.
Organisasjonen ble grunnlagt i 1898 og har utviklet standarder for de fleste områder innen fagfeltet teknologi.","ASTM International er en ideell, internasjonal organisasjon som på frivillig basis utvikler og publiserer tekniske standarder innenfor et bredt spektrum av materialer, produkter, system og tjenester.
Over 12 000 ASTM-standarder er i bruk over hele verden, og ASTM International regnes for å være en av de viktigste amerikanske aktørene innen internasjonal standardisering.
I betydning kan organisasjonen sammenlignes med ANSI.",24.7191,2.2989,17.9775,22.4719
1022,"Cistercienserarkitektur er en arkitekturretning i den katolske kirkefamilien.
Den ble utviklet på 1100-tallet i Frankrike, England, Frankrike og Norge.","Cictercienserarkitektur er arkitektur utviklet av Cistercienserordenen i middelalderen.
Ordenen bygde kirker og klostre i hele Europa, også i Norge.",30.7692,0.0,25.641,30.7692
1023,"Ashdod er en by i Israel som ligger i det sørlige Israel.
Byen er en av de største byene i Midtøsten.","Ashdod er en by i Israel som ligger ca.
30 km sør for Tel Aviv-Jaffa, ved Middelhavet, med ca 220 000 innbyggere (2015).
Den har en viktig havn med betydelig eksport.
I byen ligger et petroleumsraffineri og et av landets største kraftverk.
Dagens Ashdod ble grunnlagt 1955.",40.5405,22.2222,35.1351,40.5405
1024,"Wilhelm Bugge var en norsk teolog.
Han var professor i teologi ved Det teologiske fakultet i Oslo fra 1904 til 1905.","Frederik Wilhelm Klumpp Bugge var en norsk teolog og biskop.
Han ble cand.
theol.
i 1862, og var universitetsstipendiat i teologi i 1863–1866 og lærer ved Aars og Voss' skole i 1865–1866.
Han var sogneprest i Holmestrand fra 1866, professor i teologi fra 1870 og biskop i Kristiania (Oslo) fra 1893 til sin død i 1896.
Sønn av skolemannen Frederik Moltke Bugge.",36.3636,18.6047,34.0909,36.3636
